0.0000__64.0000, 1.1419__64.0000, 1.9936__64.0000, 2.5304__64.0000, 3.8180__64.0000, 4.5528__64.0000, 5.8460__64.0000, 6.6700__64.0000, 7.5071__64.0000, 8.3298__64.0000, 9.5790__64.0000, 11.1667__64.0000, 11.3475__64.0000, 13.3899__64.0000, 13.5265__64.0000, 15.4285__64.0000, 15.7075__64.0000, 17.5815__64.0000, 18.3367__64.0000, 19.6361__64.0000, 20.3034__64.0000, 21.5358__64.0000, 21.8007__64.0000, 23.0910__64.0000, 24.1571__64.0000, 25.2483__64.0000, 25.7574__64.0000, 27.1678__64.0000, 27.6761__64.0000, 29.0899__64.0000, 30.1572__64.0000, 30.6788__64.0000, 31.1472__64.0000, 32.4502__64.0000, 33.4015__64.0000, 34.2522__64.0000, 35.2907__64.0000, 36.6551__64.0000, 36.8351__64.0000, 38.6918__64.0000, 39.8138__64.0000, 40.1916__64.0000, 41.5173__64.0000, 41.8787__64.0000, 43.3025__64.0000, 44.4659__64.0000, 45.5430__64.0000, 47.0978__64.0000, 47.9045__64.0000, 49.1238__64.0000, 49.7097__64.0000, 50.7426__64.0000, 51.2529__64.0000, 52.9811__64.0000, 53.9062__64.0000, 55.0484__64.0000, 55.5798__64.0000, 56.8620__64.0000, 57.4032__64.0000, 58.6603__64.0000, 58.8714__64.0000, 60.7717__64.0000, 61.6603__64.0000, 63.0639__64.0000, 64.0000__64.0000, 
0.0000__52.4195, 1.0809__52.9256, 2.0457__52.7550, 3.1226__52.8103, 3.9127__52.8191, 4.8339__52.2924, 5.6352__52.8535, 7.1402__52.8276, 7.8222__52.7883, 8.9255__53.2415, 10.1555__52.7602, 10.7058__52.3935, 11.8664__52.8216, 13.0621__52.9336, 13.8966__52.9172, 15.4191__52.9300, 16.0550__53.1411, 17.1444__53.3066, 17.9878__53.0271, 18.7063__52.9754, 19.9894__52.7051, 20.9385__53.1344, 21.5330__53.0559, 22.7760__53.0318, 23.4877__53.3514, 25.1220__52.8556, 25.7918__52.8887, 26.6855__52.9903, 28.3906__53.2985, 28.8430__53.0667, 29.9563__52.7443, 30.6528__53.3103, 32.0897__53.1773, 32.5995__53.1369, 33.7254__53.3500, 34.5632__53.1236, 35.4605__52.8838, 36.6194__52.4646, 37.2680__52.7105, 38.5905__52.7957, 39.0598__53.3506, 40.6925__53.1775, 41.2863__53.2666, 42.8064__52.9330, 43.7852__52.7115, 44.3485__52.8467, 45.5813__52.4660, 46.7056__52.8903, 47.5132__52.5891, 48.5975__52.7727, 49.6923__52.5353, 50.5721__52.7030, 51.4268__53.0299, 52.9117__52.5267, 53.9211__52.5954, 55.0062__52.6840, 56.0702__52.5140, 57.1469__52.4181, 58.1500__52.6462, 58.8242__52.6029, 60.0444__52.4211, 61.0055__52.4965, 62.5589__52.6310, 62.9868__52.3511, 64.0000__51.9733, 
0.0000__52.2180, 0.9286__51.9357, 2.1256__52.1923, 3.2009__51.9772, 4.0919__51.6450, 4.6975__51.9738, 5.5011__51.7563, 6.9758__51.9083, 7.7966__52.1272, 9.2172__51.5436, 10.0423__51.7562, 10.6798__52.0394, 11.4638__51.9458, 13.2375__51.9738, 13.7219__51.9887, 15.2428__52.4249, 15.9961__52.4412, 17.1631__52.0986, 18.1422__52.2753, 18.6541__52.2780, 20.1029__52.2967, 20.5461__52.2473, 21.8444__52.5305, 22.7775__52.2437, 23.5974__51.9311, 25.0075__52.4006, 25.8343__52.3853, 26.7218__52.1945, 28.1489__52.1711, 29.1396__52.3113, 29.8781__52.4259, 30.7570__51.9539, 32.0654__52.2410, 32.6217__52.2378, 33.8265__51.8626, 34.4364__51.9840, 35.7727__51.8515, 36.3844__52.0383, 37.1397__52.0799, 38.2884__52.4820, 39.4236__51.9537, 40.3724__52.2595, 41.4471__52.2052, 43.0003__51.9799, 43.7112__52.1003, 44.7482__52.0426, 45.4657__52.1697, 46.9262__51.6836, 47.2438__51.9320, 48.8548__51.7627, 49.5287__51.8805, 50.5056__51.9004, 51.4247__51.6130, 53.1271__51.8587, 53.8408__51.6252, 55.0637__51.5949, 56.0954__51.6422, 57.0634__51.7970, 58.0284__51.8102, 59.0652__51.6576, 60.1740__51.4509, 60.7683__51.5689, 62.4388__51.7736, 63.1996__51.7329, 64.0000__51.7799, 
0.0000__51.1566, 1.3364__51.1569, 1.9415__50.6201, 3.1458__50.9086, 4.1967__51.2539, 4.7144__50.8323, 5.7624__50.9548, 6.7359__50.7485, 8.2156__50.5838, 8.8737__50.9460, 10.0713__51.0072, 10.3976__50.8217, 12.0447__50.8409, 12.7012__50.9576, 14.0088__51.2592, 14.9089__50.8707, 16.2235__51.2407, 17.4072__51.2082, 17.9453__51.2546, 18.7018__51.4530, 19.9272__51.4063, 20.7606__51.5675, 21.8499__50.9930, 22.9199__51.1964, 23.8152__51.2013, 24.8635__50.7097, 25.8506__50.8244, 26.6713__50.9728, 28.1251__51.0305, 28.7569__51.2425, 30.0534__51.2509, 30.8960__51.4105, 31.7670__51.2776, 33.2324__51.1024, 33.6265__51.0500, 34.5116__50.9406, 35.5467__51.0831, 36.2972__51.0488, 36.9724__51.3189, 38.5635__50.8160, 39.6244__51.3311, 39.9856__51.2909, 41.8812__51.1699, 42.8010__51.1222, 43.7814__50.8211, 44.3111__51.2298, 46.1049__50.7505, 46.6463__51.1165, 47.4803__50.8573, 48.5856__50.7862, 49.5020__50.9890, 50.5877__50.8194, 51.5893__50.9150, 52.9128__50.8451, 54.2611__50.8823, 55.0086__50.5335, 56.2514__50.4017, 56.6892__50.4740, 58.2260__50.7922, 59.2481__50.5693, 60.0709__50.5926, 60.9122__50.5495, 62.0758__50.6659, 63.1461__51.0395, 64.0000__50.8846, 
0.0000__49.9613, 1.2846__50.1413, 2.2838__50.2977, 3.0069__49.7646, 4.1486__49.4197, 4.5992__50.0573, 5.8083__50.0761, 6.8309__50.1497, 8.1343__50.3575, 8.8300__50.1229, 10.1469__50.0882, 10.6810__49.9089, 11.6504__49.7350, 12.9985__49.7669, 13.7648__49.5496, 14.9548__50.1547, 15.8885__50.0065, 17.4182__50.0712, 17.7581__50.2246, 18.9259__50.1390, 19.6414__50.2429, 20.9333__50.2721, 21.9533__50.7003, 23.0052__50.4382, 23.9758__50.0401, 24.8092__50.3848, 25.8581__50.4092, 26.8213__50.0178, 27.7569__50.1724, 28.8878__50.2794, 30.1885__50.0184, 30.7341__49.9095, 31.8666__50.0575, 33.1987__50.2784, 33.7823__50.3014, 34.6417__50.2212, 35.3654__50.0842, 36.2065__50.4556, 37.0738__50.1665, 38.8196__49.9524, 39.0285__49.8485, 40.8491__49.9192, 41.2869__49.8503, 43.0881__50.1545, 43.5369__50.4499, 44.8230__49.8492, 45.7837__49.9711, 46.4762__50.0533, 47.8010__50.0927, 48.3263__50.1556, 49.9397__49.9702, 50.6883__49.5919, 51.6005__49.3320, 52.7351__49.6417, 54.1617__49.8774, 55.4480__49.7386, 56.0372__49.7121, 56.8197__49.7899, 58.1480__49.4923, 59.0025__49.9608, 60.0840__50.0511, 60.8733__49.9904, 61.9388__50.0010, 63.0716__49.9196, 64.0000__50.1655, 
0.0000__49.0410, 1.1792__48.9626, 2.2180__48.6957, 3.4434__48.9176, 4.1060__48.8974, 4.5832__48.5704, 5.5934__48.6136, 6.7239__48.8534, 7.8045__48.8498, 9.3098__49.0586, 9.7592__49.0893, 11.3203__49.0324, 11.6944__48.5354, 12.9996__48.4009, 13.4002__48.7860, 14.9018__48.6766, 15.8125__48.8626, 17.0024__49.3456, 17.9672__49.2832, 18.5892__49.3848, 19.8302__49.3253, 20.6086__49.3179, 22.1150__48.9790, 23.2405__49.1981, 23.9434__49.4270, 24.7446__49.1235, 25.8694__49.2272, 27.0244__49.3726, 27.4874__49.2470, 29.3557__49.0063, 29.7571__49.4848, 31.0407__49.6197, 31.6560__49.2163, 33.3955__49.0532, 33.5869__49.1376, 34.8673__49.4574, 35.5226__49.2479, 36.2866__48.8277, 37.3010__48.7369, 38.4320__49.0761, 39.4339__49.2515, 40.5678__49.1068, 41.5405__49.1275, 42.8023__48.7078, 43.5931__48.5649, 44.8481__49.1558, 45.6700__49.1617, 46.9009__48.7863, 47.3941__48.7510, 48.8582__48.6944, 49.6056__48.7513, 51.1353__48.9167, 51.5565__48.8522, 52.9526__48.6805, 54.0141__48.4248, 55.2488__48.8483, 56.0569__48.9473, 56.7878__48.8679, 58.1152__49.1438, 58.7691__48.9262, 60.2731__48.8209, 60.7887__48.8672, 61.7821__49.0570, 62.9787__49.3936, 64.0000__49.2525, 
0.0000__47.3968, 0.9772__47.6024, 2.4136__47.8007, 3.0878__47.7027, 4.2208__47.7866, 4.6103__48.1152, 5.6813__47.9701, 6.6217__47.8910, 8.1510__47.6139, 8.8744__47.6396, 10.0163__47.7967, 10.9750__47.9774, 12.1176__48.1447, 12.8219__48.0692, 13.6661__47.7904, 14.4755__47.8110, 15.9541__47.8773, 16.8542__47.5672, 17.8640__47.9868, 18.6938__47.8851, 19.4032__48.1170, 21.1060__48.0303, 22.0015__48.1195, 23.0722__48.2536, 23.8718__48.0416, 24.9369__48.2833, 25.9300__47.9449, 26.7084__48.0889, 27.9903__48.0874, 28.9410__48.3070, 29.7376__48.3532, 30.8817__48.0722, 32.2822__48.0805, 33.0329__48.2300, 33.8977__48.2444, 34.4574__47.8734, 35.6786__48.2747, 36.5867__48.3960, 37.4887__48.0223, 38.1465__47.7941, 39.3417__47.8638, 40.8040__47.8914, 41.3439__47.7444, 43.0514__47.9228, 43.3471__48.0596, 44.6803__47.9976, 46.1820__47.6622, 46.6631__47.8505, 47.7507__47.7755, 48.5462__47.6491, 49.9410__47.5800, 50.6585__47.5507, 51.8455__47.7649, 53.1718__47.3002, 53.7171__47.3657, 54.8378__47.6337, 56.0960__47.6582, 56.8602__47.7594, 57.7885__47.6601, 59.1383__47.9719, 59.9700__48.0295, 60.7927__48.3004, 61.5900__48.2408, 63.0917__47.9134, 64.0000__48.0143, 
0.0000__46.9757, 1.1478__46.6004, 1.9991__46.7585, 3.3209__47.0021, 3.9534__46.9546, 4.7770__46.7152, 5.6954__46.6797, 6.8794__46.5286, 7.8571__46.8562, 8.9897__46.9443, 9.4188__46.9838, 11.1743__47.1478, 11.5303__47.0226, 13.4090__47.0842, 13.5672__47.1439, 14.9240__46.9469, 16.0065__46.6058, 16.4826__47.0033, 17.7438__47.1164, 18.7014__47.3508, 19.3890__47.1621, 21.0071__47.0655, 21.7483__47.2936, 23.2889__47.2273, 23.9867__47.0568, 25.0694__46.6176, 25.6128__46.9820, 26.9622__46.9141, 27.6578__46.7026, 29.0103__46.6628, 29.5423__46.8104, 30.9322__47.1638, 32.0538__47.2216, 33.0606__47.3136, 33.9855__47.3825, 34.6686__47.4399, 35.4939__46.9107, 36.7506__46.7276, 37.3885__47.1966, 38.4431__47.2815, 39.3426__46.9032, 40.7980__47.2683, 41.8672__46.9016, 42.6190__46.7486, 43.6059__46.8049, 44.7398__46.5582, 45.9098__47.1271, 46.6643__47.1905, 48.0060__46.8218, 48.5984__46.6279, 49.7838__46.7800, 50.7370__46.8817, 51.9068__46.4658, 53.1548__46.8265, 53.8105__46.6713, 54.7722__46.4770, 56.0961__46.4657, 56.7078__46.5619, 57.9157__46.5533, 58.5623__46.6165, 60.0863__46.8342, 60.3751__47.0362, 62.1794__47.1050, 62.8520__47.2142, 64.0000__47.4460, 
0.0000__45.5559, 0.8986__46.0815, 1.8293__46.3195, 3.2224__46.2018, 4.1877__46.0798, 4.9109__46.0243, 5.6682__46.0007, 6.9355__45.8916, 7.6001__45.7603, 9.1593__45.9494, 9.6502__45.8101, 11.0343__46.3665, 11.8031__46.4091, 12.9215__45.9205, 13.6201__46.1654, 14.9721__46.0250, 16.0505__46.3272, 16.6274__45.7303, 17.4938__45.6434, 18.5900__45.6867, 19.8475__45.7072, 20.5096__45.8824, 22.1083__45.8898, 23.0037__45.9021, 24.3207__45.9328, 24.9600__46.2258, 25.7565__45.9406, 27.0538__46.0845, 28.0396__45.7851, 28.6129__45.9655, 29.4957__46.2254, 30.7431__45.9202, 32.1605__45.8984, 32.9165__45.9394, 33.8383__46.1928, 34.9403__45.9104, 35.6656__45.9850, 36.3466__46.2414, 37.3626__46.1943, 38.4377__45.8751, 39.6625__46.0689, 40.7092__45.5775, 41.8256__45.8117, 42.6369__45.9933, 43.6145__45.9913, 44.7234__46.2614, 45.7077__45.8845, 47.1243__45.6901, 47.7190__45.9636, 48.7785__46.2238, 49.5735__46.0666, 50.9704__45.9907, 52.0591__45.9961, 52.8735__45.8596, 54.2027__46.0777, 55.2747__45.4522, 55.8911__45.4276, 56.5753__45.6527, 57.9316__45.8005, 58.6869__45.5946, 59.3721__45.7454, 60.5665__46.1517, 61.8223__45.9780, 62.8317__46.2192, 64.0000__45.8713, 
0.0000__45.1762, 0.5268__45.0784, 2.3197__44.8708, 2.8747__44.9074, 4.3890__45.1532, 4.7991__45.1038, 6.0211__44.9663, 6.8667__44.8304, 7.6745__44.9081, 8.7621__44.9118, 9.7315__45.2078, 10.5606__45.2142, 12.3566__45.2240, 13.0091__44.9437, 13.9143__44.7165, 14.6220__44.9799, 16.2020__44.9835, 16.8922__45.3611, 17.9016__44.8811, 18.7929__44.4435, 19.3830__44.5689, 20.8978__44.4599, 21.6726__44.4728, 23.1882__44.5744, 23.8236__44.7405, 25.2245__44.5329, 25.9750__44.6174, 26.8173__44.5511, 27.8300__44.8906, 28.4777__45.1093, 29.7960__44.9517, 30.5186__45.1331, 32.2537__45.1977, 32.6743__45.3548, 34.1906__45.1311, 34.8189__45.1990, 35.4919__45.4266, 36.5829__45.1549, 37.7105__45.0437, 38.6671__44.8137, 39.7012__44.4517, 40.4874__44.8383, 41.8808__44.7247, 42.4975__44.6811, 43.5953__44.6978, 44.5993__44.5669, 45.7523__45.0163, 47.0909__45.1521, 47.5696__45.1489, 48.6362__45.1606, 50.1910__44.9359, 50.6443__44.7511, 52.1384__44.9752, 53.1537__44.7823, 54.2074__44.3915, 54.9938__44.7820, 55.9803__44.9500, 56.5668__44.8770, 57.8045__44.9136, 58.8203__45.0671, 59.3260__44.9444, 60.5432__44.9107, 61.8684__45.0730, 63.0009__44.6597, 64.0000__44.7868, 
0.0000__44.4072, 0.9204__44.1841, 2.1263__44.2101, 2.9591__44.2683, 4.2279__44.1525, 5.1472__44.0007, 5.6539__44.0429, 7.0384__44.3331, 7.5639__44.2178, 8.8494__44.2671, 9.5523__44.0767, 10.9722__43.9523, 11.8812__43.9518, 13.4547__43.9952, 13.8917__43.7769, 14.5915__43.6650, 15.7439__44.0709, 17.1795__43.5107, 18.0345__43.7600, 18.8774__44.1331, 19.8719__43.5852, 20.7801__43.4631, 21.5272__43.6067, 23.2367__43.6537, 23.8645__43.4051, 25.0973__43.4940, 25.8347__43.6440, 26.6140__43.9563, 27.5791__43.9997, 28.4318__43.8158, 29.7930__44.0651, 30.6836__43.7375, 31.6216__44.0189, 32.9802__44.1276, 34.0932__44.1280, 34.6368__44.2768, 35.8996__43.7480, 36.8194__43.6019, 37.2762__43.8758, 39.0225__43.8749, 39.2927__44.1415, 40.5934__44.0325, 41.6476__44.0627, 42.6463__44.0537, 43.3557__44.0184, 44.6078__44.3911, 45.7794__43.6972, 46.8137__43.7760, 47.6069__44.1265, 49.1718__43.5501, 49.7839__43.7108, 51.0763__43.8221, 51.6864__43.5188, 53.3915__43.7702, 54.0010__44.2403, 54.9535__44.0245, 55.8352__43.6041, 56.5590__43.8902, 57.6264__43.9306, 58.7265__44.0985, 59.5936__44.1918, 60.4980__44.0282, 62.0842__43.8113, 63.0553__43.9375, 64.0000__43.7560, 
0.0000__42.7020, 0.9149__42.8378, 2.1326__42.8337, 2.7526__42.9956, 4.2809__43.2618, 5.1555__43.4727, 5.7819__43.2747, 6.9706__42.9067, 7.6560__43.0871, 8.9136__42.8673, 9.8205__42.8630, 10.7854__42.9923, 12.1414__42.9478, 13.2803__42.7447, 13.8584__42.8711, 14.5139__43.1014, 16.1510__42.3628, 16.9510__42.5260, 17.4969__42.9594, 19.2209__42.6203, 19.7080__42.9644, 20.8070__43.1519, 21.6017__42.7688, 22.9764__42.9846, 24.2949__42.9853, 24.9394__42.7327, 25.8222__42.8097, 26.2946__42.9238, 27.8330__43.2165, 28.5657__42.9981, 29.6869__42.9256, 30.8650__43.3728, 31.6289__42.8510, 33.0059__42.7868, 34.0512__42.8304, 34.7889__42.5703, 35.9348__42.6734, 36.5044__43.0121, 37.3745__42.9781, 38.8066__43.2598, 39.4426__43.0016, 40.5990__42.7298, 41.4499__42.9290, 42.7128__43.2670, 43.2303__43.4566, 44.6901__42.7788, 46.1415__43.0354, 46.6555__42.8401, 47.7722__42.5664, 49.1813__43.0862, 49.9494__42.7037, 50.9824__42.5431, 51.8782__42.7000, 52.8445__42.8434, 54.0426__42.8380, 55.3861__43.0984, 55.8692__43.0401, 56.5520__42.9286, 57.7736__42.7718, 58.5243__42.6161, 59.5392__42.8049, 60.9207__42.6230, 61.8090__42.7524, 63.2699__42.6086, 64.0000__42.6125, 
0.0000__42.2073, 1.1078__41.8162, 1.8926__41.7935, 2.6949__41.9532, 3.9203__41.9561, 5.1398__42.0812, 6.2310__41.8637, 6.7115__42.0320, 7.6516__42.1243, 9.2020__41.8817, 9.5234__41.8426, 11.1834__41.7514, 12.0239__41.5138, 13.1124__41.8210, 13.6887__41.9746, 14.7601__41.5667, 16.2055__41.7556, 16.7143__41.8048, 17.6469__41.6434, 19.1705__42.1025, 19.6747__41.8095, 20.3554__41.4434, 21.9540__41.9904, 22.7494__41.6547, 24.2391__41.8612, 24.8867__42.3485, 25.7758__42.3586, 26.5769__42.2244, 27.7661__41.7015, 28.6606__41.9662, 29.9481__41.7112, 30.7333__41.5624, 32.0223__41.8416, 32.7984__41.7363, 34.0690__41.8991, 34.8466__42.0182, 35.8638__41.9267, 36.5274__41.6904, 37.3751__41.8098, 38.3318__41.9985, 40.1107__42.1226, 40.3370__42.0553, 41.7064__42.2016, 42.3191__42.0434, 43.9710__41.8154, 44.8562__41.6099, 45.7931__41.5396, 47.0081__41.7108, 47.8340__41.5048, 48.6467__41.5547, 50.3452__41.8870, 50.9311__41.7001, 51.5825__41.8275, 52.8911__41.9359, 54.2872__41.6622, 54.6237__41.8324, 56.1800__42.2545, 56.7698__41.8266, 57.9401__41.7684, 58.6398__41.6192, 59.6927__41.2101, 60.2992__41.6262, 62.1399__41.6981, 62.9658__41.8198, 64.0000__42.1498, 
0.0000__40.2423, 0.7257__40.8219, 2.1721__40.8667, 2.7787__40.5854, 3.6611__40.6606, 5.0968__40.9095, 6.1903__41.2808, 6.6710__41.1595, 7.9608__40.8075, 9.1039__40.9794, 9.7549__40.8592, 11.0755__40.9275, 12.1216__41.1514, 13.1175__40.6073, 13.6807__40.6578, 15.1748__40.6138, 15.5338__40.7241, 17.0837__40.9865, 17.6898__40.7143, 18.8608__40.5958, 20.0876__40.8984, 20.6351__40.6020, 21.6541__40.4730, 23.0736__40.7807, 23.6590__40.8388, 25.0354__40.7223, 25.8102__40.4633, 26.6161__40.5434, 27.8713__40.9595, 28.8284__40.4071, 29.7683__40.7153, 30.6526__41.1067, 32.1260__40.5575, 32.4878__40.7535, 34.1130__40.8786, 34.7618__40.7633, 36.0062__40.7779, 36.3553__41.1050, 37.5142__41.0573, 38.2794__40.8356, 39.7924__41.2968, 40.7034__41.2578, 41.3263__40.9291, 43.2070__40.7352, 43.6423__40.5506, 45.0453__40.6957, 45.9337__40.4195, 46.7609__40.3333, 47.8894__40.6121, 48.5176__40.7007, 50.1437__40.7027, 50.9033__41.0382, 51.9612__40.6284, 52.5979__40.4356, 54.1414__41.3209, 54.9149__40.9949, 55.7806__40.5638, 56.9621__40.9211, 57.7790__40.9360, 59.0896__40.6400, 59.4395__40.8436, 60.7563__40.4730, 61.4857__40.3545, 63.0301__40.7642, 64.0000__40.3868, 
0.0000__40.1039, 0.7661__39.5636, 1.7711__39.6355, 3.0103__40.1076, 3.6109__39.8040, 4.8252__39.8447, 5.9704__39.9385, 7.1901__39.8389, 7.9519__39.6586, 8.9458__39.6818, 9.9741__39.8237, 11.2052__39.4008, 11.9551__39.0706, 13.2333__39.8366, 13.8457__39.4822, 14.7679__39.5591, 15.7241__39.7439, 16.7521__39.5363, 18.2054__39.5910, 18.6877__39.5063, 20.0426__39.4117, 20.8029__39.6574, 21.7591__39.5577, 22.9791__39.3810, 23.6530__39.5630, 25.0483__39.7751, 26.0182__39.7787, 26.6697__39.4865, 27.7073__39.1339, 28.3573__39.4846, 29.4434__39.9208, 30.9597__39.2952, 31.9828__39.6981, 32.5879__39.5690, 33.6863__39.5881, 34.9312__39.8131, 35.7258__40.0019, 36.4436__39.9025, 37.4419__39.8532, 38.3576__40.1518, 39.6683__39.8152, 40.7016__40.1663, 41.9745__39.9371, 43.0286__40.0517, 43.9403__40.1140, 44.8539__39.7322, 46.0781__39.9708, 46.8487__39.7774, 47.8020__39.7321, 48.3614__39.9550, 49.9944__40.1969, 51.0652__39.8325, 51.9614__39.9386, 52.8635__39.8902, 53.5526__39.4865, 55.3245__40.2585, 55.8505__40.1723, 56.5968__40.0292, 58.2697__39.7901, 58.7036__40.1084, 59.8257__39.8176, 60.7015__39.8393, 61.8067__39.7277, 62.7841__39.3538, 64.0000__40.0256, 
0.0000__39.1009, 1.1082__39.2412, 1.6115__39.0004, 3.0885__39.1188, 3.8022__39.3130, 5.1338__38.7206, 5.7792__38.5019, 7.0837__39.0079, 8.3028__38.8049, 8.7067__38.6800, 10.2435__38.6195, 11.3972__38.4378, 11.9704__38.4725, 12.9494__38.2158, 14.1446__38.4290, 14.7024__38.1251, 15.6206__38.1595, 16.9282__38.3361, 17.7578__38.4142, 18.9585__38.5268, 19.9083__38.4140, 20.6522__38.4059, 21.9142__38.2516, 22.5583__38.6393, 23.9583__38.6780, 24.9025__38.3502, 25.8066__38.4402, 26.8217__38.7224, 27.6394__38.8402, 28.4571__38.4940, 29.6360__38.1571, 30.6600__38.7739, 31.7109__38.9622, 32.8881__39.1104, 33.8149__38.6223, 34.6510__38.5539, 35.5266__38.8228, 36.8259__39.0151, 37.2486__38.8458, 38.4862__38.4664, 39.5006__38.9231, 40.9012__38.5547, 41.7088__38.6700, 42.8303__38.9255, 44.2034__38.4869, 45.0473__38.4123, 45.5429__38.4359, 46.9583__38.8627, 47.5041__39.2864, 48.6942__39.2635, 49.8717__38.7258, 51.1942__39.2641, 51.8737__38.9779, 52.8392__38.8662, 53.6973__39.1629, 55.0011__38.6345, 55.9905__38.8068, 56.9538__38.6030, 57.8384__39.0839, 58.6118__39.1925, 60.1495__38.8377, 60.5331__38.5430, 62.2385__38.7645, 62.6902__38.8298, 64.0000__38.3094, 
0.0000__38.1684, 1.1218__37.9831, 1.8838__38.0068, 2.7760__37.9673, 4.1812__37.4881, 5.1438__37.9144, 6.1227__37.7689, 6.7896__37.3391, 8.0794__37.9385, 9.0096__37.9727, 10.2505__37.5536, 11.3692__37.6545, 12.1631__37.3879, 12.8319__37.6244, 14.0735__37.6372, 15.0842__37.4663, 15.5062__37.1965, 17.0138__37.3616, 17.4575__37.5265, 18.8656__37.3847, 19.7581__37.7820, 20.9030__37.6237, 21.6594__37.7882, 22.7244__37.5664, 23.6860__37.5964, 25.0197__37.9569, 25.5981__37.8677, 26.8599__37.8884, 27.7755__37.5158, 28.8814__37.5697, 29.1702__37.8470, 30.8195__37.8163, 31.6758__37.5573, 32.7579__37.6456, 34.0753__38.1042, 34.6835__37.9110, 35.5130__37.7899, 36.5859__37.9850, 37.8750__37.6900, 38.3118__37.5004, 39.5155__37.2675, 40.5898__37.7485, 41.8407__37.7762, 42.6691__37.4132, 44.3507__37.7049, 44.6991__37.8305, 45.7576__37.9512, 46.3111__37.6652, 47.9698__37.4738, 48.5974__37.4633, 49.8500__38.0066, 50.7088__37.9211, 52.3608__37.9656, 52.5349__37.8848, 54.0284__37.7960, 55.2119__37.8038, 55.9152__37.5389, 56.7100__37.9792, 57.6551__37.9790, 59.1231__37.6503, 60.0834__37.6790, 60.9335__37.4798, 61.7147__37.3953, 63.1968__37.2414, 64.0000__37.2049, 
0.0000__36.7904, 1.1235__37.0497, 2.1967__36.7048, 3.1672__36.2833, 4.1148__36.3418, 4.7497__36.3401, 6.1685__36.6754, 6.7984__37.1007, 7.9514__36.6025, 8.8124__36.4679, 10.4696__36.8744, 11.4442__36.5884, 12.0781__36.7361, 13.0058__36.5272, 14.0347__36.5609, 15.0465__36.7098, 15.8573__36.6291, 16.3688__36.7233, 17.9386__37.0494, 18.7805__36.7307, 19.8360__36.6648, 21.0437__36.6265, 21.8035__36.2684, 22.6422__36.4625, 23.7570__36.4899, 24.5295__36.3829, 25.8907__36.6696, 26.6063__36.6687, 28.0177__36.8341, 28.5049__37.1485, 29.4792__37.0486, 30.8667__36.5922, 31.5304__36.7962, 32.7886__36.8036, 33.7436__36.5528, 34.8202__36.7335, 35.3633__36.8780, 36.8163__36.7155, 37.8495__36.8503, 38.5340__36.6859, 39.2404__36.7791, 40.4413__36.8292, 41.8583__36.9681, 42.8057__37.0317, 44.1084__36.9458, 44.8273__36.9344, 45.8634__36.6279, 46.6074__36.4592, 47.5056__36.3681, 48.4412__36.8835, 49.6463__36.6682, 51.1988__36.5423, 51.6968__36.8496, 53.0735__37.1058, 54.0439__36.5955, 55.2474__36.6578, 55.8920__36.8714, 56.4610__36.7391, 58.0672__36.9491, 59.3175__36.7186, 60.1850__36.4216, 61.1846__36.2175, 61.6654__36.3244, 63.0713__36.6627, 64.0000__36.7508, 
0.0000__35.6956, 1.1388__35.3547, 2.3216__35.5387, 3.1852__35.7340, 4.1053__35.6555, 4.8790__35.5596, 5.6859__35.5755, 6.7373__35.5792, 8.2453__36.1659, 8.9892__35.8324, 10.2701__35.5667, 11.2579__36.3397, 12.3293__35.9107, 12.9162__35.7856, 14.0930__35.8153, 14.9095__35.6493, 15.7131__36.0962, 16.6163__35.9370, 17.8263__35.5273, 18.9765__35.9229, 19.8775__35.7879, 21.0914__35.7364, 21.9245__36.0206, 22.6257__35.8369, 23.6959__35.8084, 24.7695__35.6761, 25.4594__35.5727, 26.8767__35.6125, 27.4444__35.7095, 28.7728__35.6098, 29.6369__35.4679, 30.8841__35.6717, 31.1202__35.7570, 33.0096__36.0958, 33.7701__36.0602, 34.6533__36.0468, 35.5321__35.9087, 36.7242__35.9986, 37.8050__35.9850, 38.6160__35.9138, 39.0509__35.9087, 40.7929__35.8968, 41.5332__35.7208, 42.8443__35.7600, 44.3631__35.7292, 45.0104__35.9145, 45.9919__35.9994, 46.6026__35.9280, 47.5857__35.9229, 48.4303__35.4029, 49.7969__35.4397, 50.7208__35.8448, 51.7661__36.0062, 52.9406__35.6449, 54.0638__36.1454, 55.1193__36.2007, 55.9549__36.0835, 56.8028__35.9525, 58.0095__35.5594, 59.3360__35.7987, 60.7153__35.4414, 60.9601__35.2989, 61.5824__35.5845, 62.8339__35.5852, 64.0000__35.6905, 
